DATE,CPALTT01USM659N
1985-01-01,3.53287536800787
1985-02-01,3.515625
1985-03-01,3.70370370370371
1985-04-01,3.68574199806014
1985-05-01,3.77176015473887
1985-06-01,3.76084860173579
1985-07-01,3.55427473583095
1985-08-01,3.34928229665073
1985-09-01,3.14285714285714
1985-10-01,3.22886989553656
1985-11-01,3.51377018043685
1985-12-01,3.79867046533714
1986-01-01,3.88625592417062
1986-02-01,3.11320754716981
1986-03-01,2.25563909774437
1986-04-01,1.59027128157158
1986-05-01,1.49114631873253
1986-06-01,1.76579925650557
1986-07-01,1.57699443413729
1986-08-01,1.57407407407406
1986-09-01,1.75438596491229
1986-10-01,1.4719411223551
1986-11-01,1.28440366972478
1986-12-01,1.0978956999085
1987-01-01,1.45985401459855
1987-02-01,2.10430009149132
1987-03-01,3.03308823529411
1987-04-01,3.77532228360957
1987-05-01,3.85674931129477
1987-06-01,3.65296803652968
1987-07-01,3.9269406392694
1987-08-01,4.28441203281677
1987-09-01,4.35571687840288
1987-10-01,4.53309156844969
1987-11-01,4.52898550724636
1987-12-01,4.43438914027149
1988-01-01,4.04676258992805
1988-02-01,3.94265232974908
1988-03-01,3.92506690454951
1988-04-01,3.9041703637977
1988-05-01,3.89036251105217
1988-06-01,3.96475770925109
1988-07-01,4.13005272407733
1988-08-01,4.02097902097903
1988-09-01,4.17391304347827
1988-10-01,4.24978317432784
1988-11-01,4.24610051993069
1988-12-01,4.41941074523399
1989-01-01,4.66724286949007
1989-02-01,4.82758620689656
1989-03-01,4.9785407725322
1989-04-01,5.12382578992315
1989-05-01,5.36170212765957
1989-06-01,5.16949152542373
1989-07-01,4.97890295358651
1989-08-01,4.70588235294117
1989-09-01,4.34056761268781
1989-10-01,4.49251247920133
1989-11-01,4.65502909393181
1989-12-01,4.64730290456429
1990-01-01,5.20231213872831
1990-02-01,5.26315789473684
1990-03-01,5.23303352412099
1990-04-01,4.71161657189277
1990-05-01,4.36187399030692
1990-06-01,4.67365028203064
1990-07-01,4.82315112540193
1990-08-01,5.61797752808991
1990-09-01,6.16000000000002
1990-10-01,6.28980891719745
1990-11-01,6.27482128673552
1990-12-01,6.10626486915148
1991-01-01,5.65149136577706
1991-02-01,5.3125
1991-03-01,4.89510489510491
1991-04-01,4.88750969743984
1991-05-01,4.95356037151703
1991-06-01,4.69591993841415
1991-07-01,4.44785276073617
1991-08-01,3.79939209726441
1991-09-01,3.39110776186886
1991-10-01,2.92134831460676
1991-11-01,2.98953662182363
1991-12-01,3.06427503736921
1992-01-01,2.60029717682023
1992-02-01,2.81899109792284
1992-03-01,3.18518518518521
1992-04-01,3.18047337278109
1992-05-01,3.02359882005902
1992-06-01,3.08823529411764
1992-07-01,3.15712187958886
1992-08-01,3.14787701317718
1992-09-01,2.98833819241985
1992-10-01,3.2023289665211
1992-11-01,3.04789550072568
1992-12-01,2.90065264684553
1993-01-01,3.25850832729904
1993-02-01,3.24675324675325
1993-03-01,3.08686288585782
1993-04-01,3.22580645161289
1993-05-01,3.22118826055832
1993-06-01,2.9957203994294
1993-07-01,2.77580071174377
1993-08-01,2.76792051100071
1993-09-01,2.68931351733899
1993-10-01,2.75035260930887
1993-11-01,2.67605633802818
1993-12-01,2.74841437632137
1994-01-01,2.52454417952315
1994-02-01,2.51572327044024
1994-03-01,2.50696378830085
1994-04-01,2.36111111111112
1994-05-01,2.28848821081833
1994-06-01,2.49307479224376
1994-07-01,2.77008310249307
1994-08-01,2.90055248618784
1994-09-01,2.96347346657478
1994-10-01,2.60809883321897
1994-11-01,2.67489711934155
1994-12-01,2.67489711934155
1995-01-01,2.80437756497948
1995-02-01,2.86298568507159
1995-03-01,2.85326086956521
1995-04-01,3.05291723202171
1995-05-01,3.18644067796609
1995-06-01,3.04054054054054
1995-07-01,2.76280323450135
1995-08-01,2.61744966442953
1995-09-01,2.54350736278446
1995-10-01,2.80936454849496
1995-11-01,2.60521042084169
1995-12-01,2.53841015364062
1996-01-01,2.72787757817698
1996-02-01,2.65076209410206
1996-03-01,2.84015852047556
1996-04-01,2.89664252797895
1996-05-01,2.89093298291723
1996-06-01,2.75409836065573
1996-07-01,2.95081967213115
1996-08-01,2.87769784172663
1996-09-01,3.00261096605745
1996-10-01,2.992843201041
1996-11-01,3.25520833333333
1996-12-01,3.32247557003256
1997-01-01,3.04404145077719
1997-02-01,3.03421562298256
1997-03-01,2.76172125883109
1997-04-01,2.49520153550861
1997-05-01,2.23499361430394
1997-06-01,2.29738353541801
1997-07-01,2.22929936305731
1997-08-01,2.22504767959312
1997-09-01,2.15462610899871
1997-10-01,2.08464939987364
1997-11-01,1.82849936948298
1997-12-01,1.70239596469106
1998-01-01,1.5713387806411
1998-02-01,1.44110275689223
1998-03-01,1.37499999999999
1998-04-01,1.43570536828965
1998-05-01,1.68644597126797
1998-06-01,1.68434185901435
1998-07-01,1.6822429906542
1998-08-01,1.61691542288558
1998-09-01,1.48883374689827
1998-10-01,1.48514851485151
1998-11-01,1.54798761609909
1998-12-01,1.61190328580284
1999-01-01,1.67079207920795
1999-02-01,1.60592958616431
1999-03-01,1.72626387176328
1999-04-01,2.27692307692308
1999-05-01,2.08845208845208
1999-06-01,1.96319018404907
1999-07-01,2.14460784313726
1999-08-01,2.26438188494492
1999-09-01,2.62836185819071
1999-10-01,2.56097560975608
1999-11-01,2.62195121951218
1999-12-01,2.68456375838926
2000-01-01,2.73889227023736
2000-02-01,3.22188449848025
2000-03-01,3.75757575757574
2000-04-01,3.06859205776174
2000-05-01,3.18892900120337
2000-06-01,3.73044524669075
2000-07-01,3.65926814637075
2000-08-01,3.41113105924597
2000-09-01,3.45443716497915
2000-10-01,3.44827586206898
2000-11-01,3.44622697563874
2000-12-01,3.38680926916222
2001-01-01,3.73222748815165
2001-02-01,3.53356890459364
2001-03-01,2.92056074766355
2001-04-01,3.26911850554582
2001-05-01,3.61516034985421
2001-06-01,3.24825986078885
2001-07-01,2.7199074074074
2001-08-01,2.7199074074074
2001-09-01,2.64824409902131
2001-10-01,2.12643678160918
2001-11-01,1.89546237794371
2001-12-01,1.55172413793102
2002-01-01,1.14220445459736
2002-02-01,1.13765642775882
2002-03-01,1.47559591373441
2002-04-01,1.63934426229508
2002-05-01,1.18176702307261
2002-06-01,1.06741573033709
2002-07-01,1.46478873239436
2002-08-01,1.80281690140844
2002-09-01,1.51430173864274
2002-10-01,2.02588632526733
2002-11-01,2.19842164599776
2002-12-01,2.37691001697795
2003-01-01,2.59740259740261
2003-02-01,2.9808773903262
2003-03-01,3.0201342281879
2003-04-01,2.22469410456063
2003-05-01,2.05784204671858
2003-06-01,2.11228460255697
2003-07-01,2.10993892282066
2003-08-01,2.15827338129497
2003-09-01,2.32044198895027
2003-10-01,2.0408163265306
2003-11-01,1.7650303364589
2003-12-01,1.87949143173023
2004-01-01,1.9262520638415
2004-02-01,1.69306389950845
2004-03-01,1.73724212812161
2004-04-01,2.28509249183895
2004-05-01,3.05177111716621
2004-06-01,3.26619488296135
2004-07-01,2.99075584556825
2004-08-01,2.65438786565548
2004-09-01,2.5377969762419
2004-10-01,3.1891891891892
2004-11-01,3.52303523035231
2004-12-01,3.25556158437332
2005-01-01,2.96976241900648
2005-02-01,3.00751879699251
2005-03-01,3.14834578441835
2005-04-01,3.51063829787233
2005-05-01,2.80274986779482
2005-06-01,2.53031101739588
2005-07-01,3.16789862724393
2005-08-01,3.64116094986808
2005-09-01,4.68667719852555
2005-10-01,4.34782608695652
2005-11-01,3.45549738219894
2005-12-01,3.41565948502364
2006-01-01,3.98531725222863
2006-02-01,3.59749739311781
2006-03-01,3.36264873254011
2006-04-01,3.54573484069888
2006-05-01,4.16666666666665
2006-06-01,4.31876606683804
2006-07-01,4.1453428863869
2006-08-01,3.81873727087576
2006-09-01,2.06237424547281
2006-10-01,1.30522088353414
2006-11-01,1.97368421052632
2006-12-01,2.54065040650406
2007-01-01,2.07564296520424
2007-02-01,2.41519879214898
2007-03-01,2.77877877877878
2007-04-01,2.57369727047147
2007-05-01,2.69086419753089
2007-06-01,2.68703794972894
2007-07-01,2.35823095823096
2007-08-01,1.97008337420304
2007-09-01,2.75505174963038
2007-10-01,3.53617443012883
2007-11-01,4.30620347394541
2007-12-01,4.0812685827552
2008-01-01,4.28029404790135
2008-02-01,4.02655541304871
2008-03-01,3.98145623125168
2008-04-01,3.93688977482753
2008-05-01,4.17554304180351
2008-06-01,5.02179004761172
2008-07-01,5.60012290025396
2008-08-01,5.37185511526235
2008-09-01,4.9369274305722
2008-10-01,3.65518627713749
2008-11-01,1.06957469180738
2008-12-01,0.091412900645592
2009-01-01,0.0298465036952745
2009-02-01,0.236191088037886
2009-03-01,-0.383556254917385
2009-04-01,-0.736885715216726
2009-05-01,-1.28143579895861
2009-06-01,-1.42677604368986
2009-07-01,-2.09716135367606
2009-08-01,-1.48434861196061
2009-09-01,-1.28620596664276
2009-10-01,-0.18284827748609
2009-11-01,1.83829586913027
2009-12-01,2.72133112620585
2010-01-01,2.62570864295763
2010-02-01,2.14333177814537
2010-03-01,2.31395944694394
2010-04-01,2.23644719564809
2010-05-01,2.02098608409396
2010-06-01,1.05334897284566
2010-07-01,1.23519277830146
2010-08-01,1.1481045618392
2010-09-01,1.14368265815928
2010-10-01,1.17218760552694
2010-11-01,1.14316091157029
2010-12-01,1.49572352731431
2011-01-01,1.63184685744875
2011-02-01,2.10758462865817
2011-03-01,2.68160326424087
2011-04-01,3.16363085927646
2011-05-01,3.56864578463457
2011-06-01,3.55882825224234
2011-07-01,3.62871598222109
2011-08-01,3.77120817911978
2011-09-01,3.86835684104031
2011-10-01,3.5251999213574
2011-11-01,3.39437759080084
2011-12-01,2.96241884487108
2012-01-01,2.92521671215086
2012-02-01,2.87109878043821
2012-03-01,2.65139819302177
2012-04-01,2.30273981129894
2012-05-01,1.7042537749376
2012-06-01,1.6639937622385
2012-07-01,1.40845070422535
2012-08-01,1.69237899755014
2012-09-01,1.99128208066498
2012-10-01,2.16234359887113
2012-11-01,1.76413384608586
2012-12-01,1.74102236874755
2013-01-01,1.59486466812256
2013-02-01,1.97792350974905
2013-03-01,1.47389621259678
2013-04-01,1.06308538148945
2013-05-01,1.36196505885168
2013-06-01,1.75441654537688
2013-07-01,1.96068161184441
2013-08-01,1.51836755954321
2013-09-01,1.18492526155215
2013-10-01,0.963612704643405
2013-11-01,1.23707220453391
2013-12-01,1.5017356196184
2014-01-01,1.57894736842106
2014-02-01,1.12634925010553
2014-03-01,1.51220287576308
2014-04-01,1.95285789851676
2014-05-01,2.12711154993669
2014-06-01,2.07234137316707
2014-07-01,1.99232863576429
2014-08-01,1.69961133416281
2014-09-01,1.65791867571504
2014-10-01,1.66434021563204
2014-11-01,1.32235518237088
2014-12-01,0.75649326965574
2015-01-01,-0.0893483130696404
2015-02-01,-0.0251298018153027
2015-03-01,-0.0736373908664205
2015-04-01,-0.199517446176688
2015-05-01,-0.0399327448507808
2015-06-01,0.123771203685437
2015-07-01,0.169569779643243
2015-08-01,0.195079293005754
2015-09-01,-0.03612974780597
2015-10-01,0.170574435735558
2015-11-01,0.501797578667892
2015-12-01,0.729519786041599
2016-01-01,1.37308681383098
2016-02-01,1.01779978016547
2016-03-01,0.852536221142723
2016-04-01,1.12511041889441
2016-05-01,1.01932255419356
2016-06-01,0.997326494523079
2016-07-01,0.827138870498713
2016-08-01,1.06287450276104
2016-09-01,1.46378364748159
2016-10-01,1.63598752091763
2016-11-01,1.69253716250379
2016-12-01,2.07462213296692
2017-01-01,2.50004220905299
2017-02-01,2.7379581714893
2017-03-01,2.38061243344026
2017-04-01,2.19968987841731
2017-05-01,1.87487772084137
2017-06-01,1.63348795525648
2017-07-01,1.72797845637248
2017-08-01,1.93897421205817
2017-09-01,2.23296386500322
2017-10-01,2.04112870197618
2017-11-01,2.20258293868319
2017-12-01,2.10908247456841
2018-01-01,2.07050762027519
2018-02-01,2.21179542123866
2018-03-01,2.35971140397293
2018-04-01,2.46274394333479
2018-05-01,2.80101171480756
2018-06-01,2.87154783531667
2018-07-01,2.94951508664711
2018-08-01,2.69918010418745
2018-09-01,2.27697219419899
2018-10-01,2.52246992860702
2018-11-01,2.17660103215239
2018-12-01,1.91015884863136
2019-01-01,1.55123513819909
2019-02-01,1.52013526593332
2019-03-01,1.86252274056917
2019-04-01,1.99643977553027
2019-05-01,1.79022846876638
2019-06-01,1.64848465607624
2019-07-01,1.81146480639352
2019-08-01,1.74977988942916
2019-09-01,1.71130451316953
2019-10-01,1.7640429444214
2019-11-01,2.05127798189161
2019-12-01,2.2851297401217
